tournament_id,tournament_name,tournament_date,tournament_source,format,player_name,archetype,wins,losses,draws,matches_played,winrate,placement,deck_cards
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,Brasatore,Dimir Deck,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Cecil, Dark Knight'}, {'Count': 4, 'CardName': 'Cut Down'}, {'Count': 4, 'CardName': 'Darkslick Shores'}, {'Count': 4, 'CardName': 'Enduring Curiosity'}, {'Count': 4, 'CardName': 'Faerie Mastermind'}, {'Count': 4, 'CardName': 'Floodpits Drowner'}, {'Count': 4, 'CardName': 'Gloomlake Verge'}, {'Count': 3, 'CardName': 'Go for the Throat'}, {'Count': 4, 'CardName': 'Island'}, {'Count': 4, 'CardName': 'Kaito, Bane of Nightmares'}, {'Count': 2, 'CardName': 'Restless Reef'}, {'Count': 1, 'CardName': ""Sheoldred's Edict""}, {'Count': 2, 'CardName': 'Soulstone Sanctuary'}, {'Count': 4, 'CardName': 'Spyglass Siren'}, {'Count': 4, 'CardName': 'Swamp'}, {'Count': 4, 'CardName': ""Tishana's Tidebinder""}, {'Count': 4, 'CardName': 'Underground River'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,robodude222,Mono Red Aggro,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Break Out'}, {'Count': 4, 'CardName': 'Bushwhack'}, {'Count': 4, 'CardName': 'Copperline Gorge'}, {'Count': 4, 'CardName': 'Fear of Missing Out'}, {'Count': 5, 'CardName': 'Forest'}, {'Count': 3, 'CardName': 'Inti, Seneschal of the Sun'}, {'Count': 4, 'CardName': 'Karplusan Forest'}, {'Count': 4, 'CardName': 'Keen-Eyed Curator'}, {'Count': 2, 'CardName': 'Mountain'}, {'Count': 4, 'CardName': 'Patchwork Beastie'}, {'Count': 2, 'CardName': 'Restless Ridgeline'}, {'Count': 4, 'CardName': 'Screaming Nemesis'}, {'Count': 1, 'CardName': 'Summon: Brynhildr'}, {'Count': 2, 'CardName': 'Tersa Lightshatter'}, {'Count': 4, 'CardName': 'Thornspire Verge'}, {'Count': 3, 'CardName': 'Torch the Tower'}, {'Count': 2, 'CardName': 'Violent Urge'}, {'Count': 4, 'CardName': 'Wildfire Wickerfolk'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,GzusReturned,Dimir Deck,5,0,0,5,1.0,0,"[{'Count': 2, 'CardName': 'Cecil, Dark Knight'}, {'Count': 4, 'CardName': 'Cut Down'}, {'Count': 4, 'CardName': 'Darkslick Shores'}, {'Count': 3, 'CardName': 'Enduring Curiosity'}, {'Count': 1, 'CardName': 'Faebloom Trick'}, {'Count': 4, 'CardName': 'Faerie Mastermind'}, {'Count': 4, 'CardName': 'Floodpits Drowner'}, {'Count': 4, 'CardName': 'Gloomlake Verge'}, {'Count': 3, 'CardName': 'Go for the Throat'}, {'Count': 4, 'CardName': 'Island'}, {'Count': 4, 'CardName': 'Kaito, Bane of Nightmares'}, {'Count': 2, 'CardName': 'Phantom Interference'}, {'Count': 2, 'CardName': 'Restless Reef'}, {'Count': 1, 'CardName': 'Saiba Cryptomancer'}, {'Count': 1, 'CardName': ""Sheoldred's Edict""}, {'Count': 3, 'CardName': 'Soulstone Sanctuary'}, {'Count': 4, 'CardName': 'Spyglass Siren'}, {'Count': 4, 'CardName': 'Swamp'}, {'Count': 2, 'CardName': ""Tishana's Tidebinder""}, {'Count': 4, 'CardName': 'Underground River'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,Lmeloni2004,Boros Deck,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Battlefield Forge'}, {'Count': 4, 'CardName': 'Case of the Gateway Express'}, {'Count': 1, 'CardName': 'Frontline Rush'}, {'Count': 4, 'CardName': 'Gleeful Demolition'}, {'Count': 4, 'CardName': ""Imodane's Recruiter""}, {'Count': 4, 'CardName': 'Inspiring Vantage'}, {'Count': 4, 'CardName': 'Knight-Errant of Eos'}, {'Count': 1, 'CardName': 'Mirrex'}, {'Count': 3, 'CardName': 'Mountain'}, {'Count': 4, 'CardName': 'Nesting Bot'}, {'Count': 4, 'CardName': 'Novice Inspector'}, {'Count': 5, 'CardName': 'Plains'}, {'Count': 4, 'CardName': 'Resolute Reinforcements'}, {'Count': 2, 'CardName': 'Sanguine Evangelist'}, {'Count': 4, 'CardName': 'Sunbillow Verge'}, {'Count': 1, 'CardName': 'The Wandering Rescuer'}, {'Count': 4, 'CardName': 'Warden of the Inner Sky'}, {'Count': 3, 'CardName': ""Warleader's Call""}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,AchiIIes,Azorius Deck,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Adarkar Wastes'}, {'Count': 3, 'CardName': 'Braided Net'}, {'Count': 4, 'CardName': 'Candy Trail'}, {'Count': 4, 'CardName': 'Clay-Fired Bricks'}, {'Count': 4, 'CardName': 'Floodfarm Verge'}, {'Count': 2, 'CardName': 'Fomori Vault'}, {'Count': 2, 'CardName': 'Get Lost'}, {'Count': 3, 'CardName': 'Island'}, {'Count': 2, 'CardName': ""Kayla's Reconstruction""}, {'Count': 4, 'CardName': 'Perilous Snare'}, {'Count': 7, 'CardName': 'Plains'}, {'Count': 2, 'CardName': 'Repurposing Bay'}, {'Count': 4, 'CardName': 'Seachrome Coast'}, {'Count': 4, 'CardName': 'Simulacrum Synthesizer'}, {'Count': 4, 'CardName': 'Spring-Loaded Sawblades'}, {'Count': 2, 'CardName': 'The Irencrag'}, {'Count': 1, 'CardName': 'Thousand Moons Smithy'}, {'Count': 4, 'CardName': 'United Battlefront'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,T1_Tinker,Mono Red Aggro,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Burst Lightning'}, {'Count': 4, 'CardName': 'Copperline Gorge'}, {'Count': 4, 'CardName': 'Emberheart Challenger'}, {'Count': 1, 'CardName': 'Forest'}, {'Count': 4, 'CardName': 'Hired Claw'}, {'Count': 4, 'CardName': ""Innkeeper's Talent""}, {'Count': 4, 'CardName': 'Karplusan Forest'}, {'Count': 4, 'CardName': 'Manifold Mouse'}, {'Count': 4, 'CardName': 'Monastery Swiftspear'}, {'Count': 4, 'CardName': 'Mountain'}, {'Count': 3, 'CardName': 'Overprotect'}, {'Count': 3, 'CardName': 'Pawpatch Recruit'}, {'Count': 2, 'CardName': 'Questing Druid'}, {'Count': 1, 'CardName': 'Restless Ridgeline'}, {'Count': 3, 'CardName': 'Rockface Village'}, {'Count': 4, 'CardName': 'Screaming Nemesis'}, {'Count': 1, 'CardName': 'Soulstone Sanctuary'}, {'Count': 4, 'CardName': 'Thornspire Verge'}, {'Count': 2, 'CardName': 'Witchstalker Frenzy'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,MJ_23,Mono Red Aggro,5,0,0,5,1.0,0,"[{'Count': 1, 'CardName': 'Audacity'}, {'Count': 3, 'CardName': 'Burst Lightning'}, {'Count': 4, 'CardName': 'Copperline Gorge'}, {'Count': 4, 'CardName': 'Emberheart Challenger'}, {'Count': 2, 'CardName': 'Forest'}, {'Count': 4, 'CardName': 'Hired Claw'}, {'Count': 4, 'CardName': ""Innkeeper's Talent""}, {'Count': 4, 'CardName': 'Karplusan Forest'}, {'Count': 4, 'CardName': 'Monastery Swiftspear'}, {'Count': 6, 'CardName': 'Mountain'}, {'Count': 2, 'CardName': 'Overprotect'}, {'Count': 4, 'CardName': 'Pawpatch Recruit'}, {'Count': 2, 'CardName': 'Questing Druid'}, {'Count': 2, 'CardName': 'Restless Ridgeline'}, {'Count': 4, 'CardName': 'Screaming Nemesis'}, {'Count': 1, 'CardName': 'Self-Destruct'}, {'Count': 1, 'CardName': 'Soulstone Sanctuary'}, {'Count': 4, 'CardName': 'Thornspire Verge'}, {'Count': 3, 'CardName': 'Torch the Tower'}, {'Count': 1, 'CardName': 'Witchstalker Frenzy'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,AchiIIes,Azorius Deck,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Adarkar Wastes'}, {'Count': 3, 'CardName': 'Braided Net'}, {'Count': 4, 'CardName': 'Candy Trail'}, {'Count': 4, 'CardName': 'Clay-Fired Bricks'}, {'Count': 4, 'CardName': 'Floodfarm Verge'}, {'Count': 2, 'CardName': 'Fomori Vault'}, {'Count': 2, 'CardName': 'Get Lost'}, {'Count': 3, 'CardName': 'Island'}, {'Count': 2, 'CardName': ""Kayla's Reconstruction""}, {'Count': 4, 'CardName': 'Perilous Snare'}, {'Count': 7, 'CardName': 'Plains'}, {'Count': 2, 'CardName': 'Repurposing Bay'}, {'Count': 4, 'CardName': 'Seachrome Coast'}, {'Count': 4, 'CardName': 'Simulacrum Synthesizer'}, {'Count': 4, 'CardName': 'Spring-Loaded Sawblades'}, {'Count': 2, 'CardName': 'The Irencrag'}, {'Count': 1, 'CardName': 'Thousand Moons Smithy'}, {'Count': 4, 'CardName': 'United Battlefront'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,DB_Dykman,Mono Red Aggro,5,0,0,5,1.0,0,"[{'Count': 4, 'CardName': 'Bitter Reunion'}, {'Count': 4, 'CardName': 'Fear of Missing Out'}, {'Count': 6, 'CardName': 'Island'}, {'Count': 4, 'CardName': 'Marauding Mako'}, {'Count': 4, 'CardName': 'Monument to Endurance'}, {'Count': 4, 'CardName': 'Mountain'}, {'Count': 4, 'CardName': ""Proft's Eidetic Memory""}, {'Count': 4, 'CardName': 'Riverpyre Verge'}, {'Count': 4, 'CardName': 'Shivan Reef'}, {'Count': 4, 'CardName': 'Spirebluff Canal'}, {'Count': 4, 'CardName': 'Steamcore Scholar'}, {'Count': 3, 'CardName': 'Tersa Lightshatter'}, {'Count': 2, 'CardName': 'Thundering Falls'}, {'Count': 4, 'CardName': 'Torch the Tower'}, {'Count': 2, 'CardName': 'Unable to Scream'}, {'Count': 3, 'CardName': 'Winternight Stories'}]"
https://www.mtgo.com/decklist/standard-league-2025-07-039382,Standard League,2025-07-03,mtgo.com,Standard,romerito1,Autres,5,0,0,5,1.0,0,"[{'Count': 3, 'CardName': 'Adarkar Wastes'}, {'Count': 3, 'CardName': 'Battlefield Forge'}, {'Count': 4, 'CardName': 'Case of the Gateway Express'}, {'Count': 4, 'CardName': 'Gleeful Demolition'}, {'Count': 4, 'CardName': ""Imodane's Recruiter""}, {'Count': 4, 'CardName': 'Inspiring Vantage'}, {'Count': 4, 'CardName': 'Knight-Errant of Eos'}, {'Count': 2, 'CardName': 'Nesting Bot'}, {'Count': 4, 'CardName': 'Novice Inspector'}, {'Count': 1, 'CardName': 'Plains'}, {'Count': 4, 'CardName': 'Resolute Reinforcements'}, {'Count': 4, 'CardName': 'Seachrome Coast'}, {'Count': 3, 'CardName': 'Sheltered by Ghosts'}, {'Count': 2, 'CardName': 'Shivan Reef'}, {'Count': 4, 'CardName': 'Spirebluff Canal'}, {'Count': 4, 'CardName': 'Spyglass Siren'}, {'Count': 4, 'CardName': 'Warden of the Inner Sky'}, {'Count': 2, 'CardName': ""Warleader's Call""}]"
